name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,initval,was_home_False,was_home_True,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home
Romain Saïss,0,1,9,20,16,0,0,0,1.4285714285714286,50.0,0,1,1,50.0,2.0,-1.4285714285714286,3,1,1,1,True
Mario Lemina,2,0,9,8,7,0,0,1,1.4285714285714286,45.0,0,1,0,45.0,2.0,0.5714285714285714,1,1,1,1,True
Chris Basham,2,1,9,15,19,0,0,0,0.5714285714285714,50.0,0,1,1,50.0,1.0,1.4285714285714286,1,2,2,2,True
Fabio Silva,0,0,9,20,16,1,0,0,1.0,55.0,0,1,2,55.0,2.0,-1.0,3,1,1,1,True
Callum Robinson,1,0,9,18,13,1,0,0,1.2857142857142858,55.0,1,0,2,55.0,2.0,-0.2857142857142858,0,3,3,3,False
John Egan,2,1,9,15,19,0,0,0,0.7142857142857143,50.0,0,1,1,50.0,1.0,1.2857142857142856,1,2,2,2,True
Conor Townsend,2,1,9,18,13,0,0,0,1.0,45.0,1,0,1,45.0,2.0,1.0,0,3,3,3,False
Jonny Evans,-1,1,9,10,11,0,0,0,1.0,55.0,1,0,1,55.0,2.0,-2.0,0,2,2,2,False
Kyle Bartley,2,1,9,18,13,0,0,0,0.8571428571428571,45.0,1,0,1,45.0,2.0,1.1428571428571428,0,3,3,3,False
Ben Osborn,0,0,9,15,19,0,0,1,0.8571428571428571,50.0,0,1,0,50.0,2.0,-0.8571428571428571,1,2,2,2,True
Kalvin Phillips,2,0,9,9,1,0,0,1,0.5714285714285714,50.0,0,1,0,50.0,1.0,1.4285714285714286,0,1,1,1,True
Darnell Furlong,2,1,9,18,13,0,0,0,1.2857142857142858,45.0,1,0,1,45.0,2.0,0.7142857142857142,0,3,3,3,False
Ayoze Pérez,0,0,9,10,11,0,0,1,0.5714285714285714,65.0,1,0,0,65.0,1.0,-0.5714285714285714,0,2,2,2,False
Karl Darlow,1,0,9,14,5,0,1,0,1.1428571428571428,50.0,0,1,3,50.0,2.0,-0.1428571428571428,0,2,2,2,True
Kelechi Iheanacho,0,0,9,10,11,1,0,0,0.5714285714285714,60.0,1,0,2,60.0,1.0,-0.5714285714285714,0,2,2,2,False
Antonee Robinson,0,1,9,8,7,0,0,0,1.0,45.0,0,1,1,45.0,2.0,-1.0,1,1,1,1,True
Lucas Rodrigues Moura da Silva,1,0,9,17,12,0,0,1,1.2857142857142858,70.0,0,1,0,70.0,2.0,-0.2857142857142858,0,3,3,3,True
Adam Lallana,1,0,10,3,11,0,0,1,0.8571428571428571,65.0,0,1,0,65.0,2.0,0.1428571428571429,0,2,2,2,True
Patrick Bamford,2,0,10,9,7,1,0,0,4.142857142857143,55.0,1,0,2,55.0,3.0,-2.1428571428571432,1,1,1,1,False
Jan Bednarek,8,1,10,16,13,0,0,0,2.5714285714285716,45.0,0,1,1,45.0,3.0,5.428571428571429,0,3,3,3,True
Timo Werner,2,0,10,5,17,1,0,0,3.4285714285714284,95.0,0,1,2,95.0,3.0,-1.4285714285714284,0,2,2,2,True
Michael Keane,2,1,10,7,10,0,0,0,2.5714285714285716,50.0,0,1,1,50.0,3.0,-0.5714285714285716,2,2,2,2,True
Declan Rice,2,0,10,19,2,0,0,1,2.5714285714285716,50.0,0,1,0,50.0,3.0,-0.5714285714285716,1,1,1,1,True
Rodrigo Moreno,1,0,10,9,7,1,0,0,2.5714285714285716,60.0,1,0,2,60.0,3.0,-1.5714285714285716,1,1,1,1,False
Mateo Kovacic,3,0,10,5,17,0,0,1,1.0,55.0,0,1,0,55.0,2.0,2.0,0,2,2,2,True
Dominic Calvert-Lewin,2,0,10,7,10,1,0,0,4.857142857142857,70.0,0,1,2,70.0,3.0,-2.8571428571428568,2,2,2,2,True
Diogo Jota,9,0,10,11,3,0,0,1,2.5714285714285716,65.0,1,0,0,65.0,3.0,6.428571428571429,1,1,1,1,False
Andrew Robertson,2,1,10,11,3,0,0,0,5.0,70.0,1,0,1,70.0,3.0,-3.0,1,1,1,1,False
James Rodríguez,2,0,10,7,10,0,0,1,1.5714285714285714,75.0,0,1,0,75.0,2.0,0.4285714285714286,2,2,2,2,True
Miguel Almirón,3,0,10,14,6,0,0,1,2.4285714285714284,60.0,1,0,0,60.0,3.0,0.5714285714285716,3,1,1,1,False
Tomas Soucek,2,0,10,19,2,0,0,1,3.4285714285714284,50.0,0,1,0,50.0,3.0,-1.4285714285714284,1,1,1,1,True
Lukasz Fabianski,3,0,10,19,2,0,1,0,3.5714285714285716,50.0,0,1,3,50.0,3.0,-0.5714285714285716,1,1,1,1,True
Sadio Mané,1,0,10,11,3,0,0,1,5.0,120.0,1,0,0,120.0,3.0,-4.0,1,1,1,1,False
Steven Bergwijn,2,0,10,17,5,0,0,1,2.4285714285714284,75.0,1,0,0,75.0,3.0,-0.4285714285714284,0,2,2,2,False
Luka Milivojevic,0,0,10,6,14,0,0,1,2.4285714285714284,60.0,0,1,0,60.0,3.0,-2.4285714285714284,2,1,1,1,True
Bobby Decordova-Reid,5,0,10,8,9,1,0,0,1.7142857142857142,55.0,1,0,2,55.0,2.0,3.2857142857142856,2,2,2,2,False
Tyrick Mitchell,0,1,10,6,14,0,0,0,0.42857142857142855,40.0,0,1,1,40.0,1.0,-0.42857142857142855,2,1,1,1,True
Andreas Christensen,0,1,10,5,17,0,0,0,1.7142857142857142,50.0,0,1,1,50.0,2.0,-1.7142857142857142,0,2,2,2,True
Hélder Wander Sousa de Azevedo e Costa,1,0,10,9,7,0,0,1,0.14285714285714285,55.0,1,0,0,55.0,1.0,0.8571428571428572,1,1,1,1,False
Federico Fernández,5,1,10,14,6,0,0,0,1.1428571428571428,50.0,1,0,1,50.0,2.0,3.857142857142857,3,1,1,1,False
Leander Dendoncker,5,0,10,20,1,0,0,1,2.4285714285714284,50.0,1,0,0,50.0,3.0,2.5714285714285716,0,1,1,1,False
Jordan Pickford,3,0,10,7,10,0,1,0,3.4285714285714284,50.0,0,1,3,50.0,3.0,-0.4285714285714284,2,2,2,2,True
Conor Coady,1,1,10,20,1,0,0,0,2.4285714285714284,50.0,1,0,1,50.0,3.0,-1.4285714285714284,0,1,1,1,False
Willy Boly,1,1,10,20,1,0,0,0,0.7142857142857143,55.0,1,0,1,55.0,1.0,0.2857142857142857,0,1,1,1,False
Nicolas Pépé,0,0,10,1,20,0,0,1,1.7142857142857142,80.0,0,1,0,80.0,2.0,-1.7142857142857142,2,0,0,0,True
Rob Holding,0,1,10,1,20,0,0,0,2.4285714285714284,45.0,0,1,1,45.0,3.0,-2.4285714285714284,2,0,0,0,True
Granit Xhaka,2,0,10,1,20,0,0,1,1.1428571428571428,55.0,0,1,0,55.0,2.0,0.8571428571428572,2,0,0,0,True
Bernd Leno,2,0,10,1,20,0,1,0,3.4285714285714284,50.0,0,1,3,50.0,3.0,-1.4285714285714284,2,0,0,0,True
Héctor Bellerín,0,1,10,1,20,0,0,0,1.0,50.0,0,1,1,50.0,2.0,-1.0,2,0,0,0,True
Antonio Rüdiger,0,1,10,5,17,0,0,0,3.4285714285714284,50.0,0,1,1,50.0,3.0,-3.4285714285714284,0,2,2,2,True
Joelinton Cássio Apolinário de Lira,11,0,10,14,6,1,0,0,3.4285714285714284,60.0,1,0,2,60.0,3.0,7.571428571428571,3,1,1,1,False
Roberto Firmino,2,0,10,11,3,1,0,0,2.4285714285714284,95.0,1,0,2,95.0,3.0,-0.4285714285714284,1,1,1,1,False
Jonjo Shelvey,3,0,10,14,6,0,0,1,2.4285714285714284,55.0,1,0,0,55.0,3.0,0.5714285714285716,3,1,1,1,False
Rui Pedro dos Santos Patrício,2,0,10,20,1,0,1,0,2.4285714285714284,55.0,1,0,3,55.0,3.0,-0.4285714285714284,0,1,1,1,False
Alex McCarthy,2,0,10,16,13,0,1,0,1.0,45.0,0,1,3,45.0,2.0,1.0,0,3,3,3,True
Eberechi Eze,2,0,10,6,14,0,0,1,3.2857142857142856,60.0,0,1,0,60.0,3.0,-1.2857142857142856,2,1,1,1,True
Jeff Hendrick,3,0,10,14,6,0,0,1,1.4285714285714286,50.0,1,0,0,50.0,2.0,1.5714285714285714,3,1,1,1,False
Gary Cahill,1,1,10,6,14,0,0,0,1.7142857142857142,45.0,0,1,1,45.0,2.0,-0.7142857142857142,2,1,1,1,True
Joel Ward,0,1,10,6,14,0,0,0,1.7142857142857142,45.0,0,1,1,45.0,2.0,-1.7142857142857142,2,1,1,1,True
Antonee Robinson,2,1,10,8,9,0,0,0,0.5714285714285714,45.0,1,0,1,45.0,1.0,1.4285714285714286,2,2,2,2,False
Matt Ritchie,1,0,10,14,6,0,0,1,0.5714285714285714,50.0,1,0,0,50.0,1.0,0.4285714285714286,3,1,1,1,False
Patrick van Aanholt,1,1,10,6,14,0,0,0,2.857142857142857,55.0,0,1,1,55.0,3.0,-1.8571428571428572,2,1,1,1,True
Ruben Loftus-Cheek,3,0,10,8,9,0,0,1,1.5714285714285714,60.0,1,0,0,60.0,2.0,1.4285714285714286,2,2,2,2,False
Toby Alderweireld,0,1,10,17,5,0,0,0,1.4285714285714286,55.0,1,0,1,55.0,2.0,-1.4285714285714286,0,2,2,2,False
Theo Walcott,2,0,10,16,13,0,0,1,1.5714285714285714,60.0,0,1,0,60.0,2.0,0.4285714285714286,0,3,3,3,True
Rúben Diogo da Silva Neves,1,0,10,20,1,0,0,1,4.714285714285714,55.0,1,0,0,55.0,3.0,-3.7142857142857144,0,1,1,1,False
Bukayo Saka,2,0,10,1,20,0,0,1,2.857142857142857,55.0,0,1,0,55.0,3.0,-0.8571428571428572,2,0,0,0,True
Jannik Vestergaard,1,1,10,16,13,0,0,0,0.5714285714285714,45.0,0,1,1,45.0,1.0,0.4285714285714286,0,3,3,3,True
Vicente Guaita,2,0,10,6,14,0,1,0,3.142857142857143,50.0,0,1,3,50.0,3.0,-1.1428571428571428,2,1,1,1,True
Alisson Ramses Becker,1,0,10,11,3,0,1,0,4.571428571428571,60.0,1,0,3,60.0,3.0,-3.571428571428571,1,1,1,1,False
Alexandre Lacazette,1,0,10,1,20,1,0,0,3.142857142857143,85.0,0,1,2,85.0,3.0,-2.142857142857143,2,0,0,0,True
Harry Kane,2,0,10,17,5,1,0,0,6.571428571428571,105.0,1,0,2,105.0,3.0,-4.571428571428571,0,2,2,2,False
Stuart Dallas,8,1,10,9,7,0,0,0,4.571428571428571,45.0,1,0,1,45.0,3.0,3.428571428571429,1,1,1,1,False
Joël Veltman,1,1,10,3,11,0,0,0,3.0,45.0,0,1,1,45.0,3.0,-2.0,0,2,2,2,True
Pablo Fornals,1,0,10,19,2,0,0,1,4.571428571428571,65.0,0,1,0,65.0,3.0,-3.571428571428571,1,1,1,1,True
Thiago Thiago,6,1,10,5,17,0,0,0,4.571428571428571,55.0,0,1,1,55.0,3.0,1.4285714285714288,0,2,2,2,True
Dan Burn,0,1,10,3,11,0,0,0,3.0,45.0,0,1,1,45.0,3.0,-3.0,0,2,2,2,True
Abdoulaye Doucouré,2,0,10,7,10,0,0,1,1.5714285714285714,55.0,0,1,0,55.0,2.0,0.4285714285714286,2,2,2,2,True
Hakim Ziyech,2,0,10,5,17,0,0,1,1.0,80.0,0,1,0,80.0,2.0,1.0,0,2,2,2,True
Neal Maupay,-1,0,10,3,11,1,0,0,2.857142857142857,65.0,0,1,2,65.0,3.0,-3.857142857142857,0,2,2,2,True
César Azpilicueta,0,1,10,5,17,0,0,0,2.857142857142857,60.0,0,1,1,60.0,3.0,-2.857142857142857,0,2,2,2,True
Ben Davies,1,1,10,17,5,0,0,0,0.42857142857142855,50.0,1,0,1,50.0,1.0,0.5714285714285714,0,2,2,2,False
Marcos Alonso,0,1,10,5,17,0,0,0,0.0,60.0,0,1,1,60.0,0.0,0.0,0,2,2,2,True
Kieran Tierney,0,1,10,1,20,0,0,0,3.2857142857142856,55.0,0,1,1,55.0,3.0,-3.2857142857142856,2,0,0,0,True
Lucas Rodrigues Moura da Silva,1,0,10,17,5,0,0,1,3.2857142857142856,70.0,1,0,0,70.0,3.0,-2.2857142857142856,0,2,2,2,False
Callum Hudson-Odoi,0,0,10,5,17,0,0,1,0.8571428571428571,60.0,0,1,0,60.0,2.0,-0.8571428571428571,0,2,2,2,True
Jarrod Bowen,13,0,10,19,2,0,0,1,4.428571428571429,65.0,0,1,0,65.0,3.0,8.571428571428571,1,1,1,1,True
Mateusz Klich,3,0,10,9,7,0,0,1,2.7142857142857144,55.0,1,0,0,55.0,3.0,0.2857142857142856,1,1,1,1,False
Benjamin Chilwell,8,1,10,5,17,0,0,0,5.0,55.0,0,1,1,55.0,3.0,3.0,0,2,2,2,True
Emiliano Martínez,1,0,10,2,19,0,1,0,4.714285714285714,45.0,1,0,3,45.0,3.0,-3.7142857142857144,1,2,2,2,False
Ross Barkley,0,0,10,2,19,0,0,1,3.2857142857142856,60.0,1,0,0,60.0,3.0,-3.2857142857142856,1,2,2,2,False
João Filipe Iria Santos Moutinho,2,0,10,20,1,0,0,1,2.7142857142857144,55.0,1,0,0,55.0,3.0,-0.7142857142857144,0,1,1,1,False
Mario Lemina,1,0,10,8,9,0,0,1,1.5714285714285714,45.0,1,0,0,45.0,2.0,-0.5714285714285714,2,2,2,2,False
Tammy Abraham,2,0,10,5,17,1,0,0,2.7142857142857144,75.0,0,1,2,75.0,3.0,-0.7142857142857144,0,2,2,2,True
Richarlison de Andrade,2,0,10,7,10,1,0,0,2.7142857142857144,80.0,0,1,2,80.0,3.0,-0.7142857142857144,2,2,2,2,True
Ezgjan Alioski,6,1,10,9,7,0,0,0,3.2857142857142856,45.0,1,0,1,45.0,3.0,2.7142857142857144,1,1,1,1,False
Jorge Luiz Frello Filho,0,0,10,5,17,0,0,1,2.7142857142857144,50.0,0,1,0,50.0,3.0,-2.7142857142857144,0,2,2,2,True
Kai Havertz,1,0,10,5,17,0,0,1,1.0,85.0,0,1,0,85.0,2.0,0.0,0,2,2,2,True
Kurt Zouma,5,1,10,5,17,0,0,0,2.7142857142857144,50.0,0,1,1,50.0,3.0,2.2857142857142856,0,2,2,2,True
Ivan Ricardo Neves Abreu Cavaleiro,10,0,10,8,9,0,0,1,3.142857142857143,55.0,1,0,0,55.0,3.0,6.857142857142858,2,2,2,2,False
Nathan Redmond,0,0,10,16,13,0,0,1,0.5714285714285714,65.0,0,1,0,65.0,1.0,-0.5714285714285714,0,3,3,3,True
Emile Smith Rowe,0,0,10,1,20,0,0,1,2.7142857142857144,45.0,0,1,0,45.0,3.0,-2.7142857142857144,2,0,0,0,True
Allan Saint-Maximin,0,0,10,14,6,0,0,1,1.0,55.0,1,0,0,55.0,2.0,-1.0,3,1,1,1,False
Pierre-Emile Højbjerg,3,0,10,17,5,0,0,1,2.2857142857142856,50.0,1,0,0,50.0,3.0,0.7142857142857144,0,2,2,2,False
Hugo Lloris,10,0,10,17,5,0,1,0,4.285714285714286,55.0,1,0,3,55.0,3.0,5.714285714285714,0,2,2,2,False
Yerry Mina,0,1,10,7,10,0,0,0,3.5714285714285716,55.0,0,1,1,55.0,3.0,-3.5714285714285716,2,2,2,2,True
Jack Harrison,6,0,10,9,7,0,0,1,5.714285714285714,55.0,1,0,0,55.0,3.0,0.2857142857142856,1,1,1,1,False
Pascal Struijk,0,1,10,9,7,0,0,0,1.4285714285714286,40.0,1,0,1,40.0,2.0,-1.4285714285714286,1,1,1,1,False
Lucas Digne,0,1,10,7,10,0,0,0,1.8571428571428572,60.0,0,1,1,60.0,2.0,-1.8571428571428572,2,2,2,2,True
Andros Townsend,3,0,10,6,14,0,0,1,2.0,60.0,0,1,0,60.0,2.0,1.0,2,1,1,1,True
Michail Antonio,1,0,10,19,2,1,0,0,1.2857142857142858,65.0,0,1,2,65.0,2.0,-0.2857142857142858,1,1,1,1,True
Willian Borges Da Silva,5,0,10,1,20,0,0,1,5.428571428571429,80.0,0,1,0,80.0,3.0,-0.4285714285714288,2,0,0,0,True
Karl Darlow,8,0,10,14,6,0,1,0,2.142857142857143,50.0,1,0,3,50.0,2.0,5.857142857142858,3,1,1,1,False
Aaron Cresswell,2,1,10,19,2,0,0,0,3.857142857142857,50.0,0,1,1,50.0,3.0,-1.8571428571428572,1,1,1,1,True
Daniel Ceballos Fernández,2,0,10,1,20,0,0,1,2.142857142857143,50.0,0,1,0,50.0,2.0,-0.1428571428571428,2,0,0,0,True
Gabriel Magalhães,8,1,10,1,20,0,0,0,4.0,50.0,0,1,1,50.0,3.0,4.0,2,0,0,0,True
Ainsley Maitland-Niles,0,1,10,1,20,0,0,0,2.142857142857143,50.0,0,1,1,50.0,2.0,-2.142857142857143,2,0,0,0,True
Eric Dier,6,1,10,17,5,0,0,0,2.142857142857143,50.0,1,0,1,50.0,2.0,3.857142857142857,0,2,2,2,False
Serge Aurier,6,1,10,17,5,0,0,0,2.142857142857143,55.0,1,0,1,55.0,2.0,3.857142857142857,0,2,2,2,False
Tanguy Ndombele,3,0,10,17,5,0,0,1,1.4285714285714286,60.0,1,0,0,60.0,2.0,1.5714285714285714,0,2,2,2,False
Alphonse Areola,2,0,10,8,9,0,1,0,1.7142857142857142,45.0,1,0,3,45.0,2.0,0.2857142857142858,2,2,2,2,False
Alex Iwobi,3,0,10,7,10,0,0,1,2.142857142857143,60.0,0,1,0,60.0,2.0,0.8571428571428572,2,2,2,2,True
Liam Cooper,5,1,10,9,7,0,0,0,2.142857142857143,45.0,1,0,1,45.0,2.0,2.857142857142857,1,1,1,1,False
Jacob Murphy,0,0,10,14,6,0,0,1,2.142857142857143,50.0,1,0,0,50.0,2.0,-2.142857142857143,3,1,1,1,False
Mason Mount,2,0,10,5,17,0,0,1,3.857142857142857,70.0,0,1,0,70.0,3.0,-1.8571428571428572,0,2,2,2,True
André-Frank Zambo Anguissa,7,0,10,8,9,0,0,1,2.142857142857143,45.0,1,0,0,45.0,2.0,4.857142857142858,2,2,2,2,False
Harrison Reed,1,0,10,8,9,0,0,1,1.1428571428571428,45.0,1,0,0,45.0,2.0,-0.1428571428571428,2,2,2,2,False
Leandro Trossard,2,0,10,3,11,0,0,1,4.142857142857143,60.0,0,1,0,60.0,3.0,-2.1428571428571432,0,2,2,2,True
Mohamed Salah,6,0,10,11,3,0,0,1,5.571428571428571,120.0,1,0,0,120.0,3.0,0.4285714285714288,1,1,1,1,False
Jordan Henderson,1,0,10,11,3,0,0,1,2.0,55.0,1,0,0,55.0,2.0,-1.0,1,1,1,1,False
Solomon March,2,0,10,3,11,0,0,1,1.8571428571428572,50.0,0,1,0,50.0,2.0,0.1428571428571428,0,2,2,2,True
Oriol Romeu Vidal,2,0,10,16,13,0,0,1,0.2857142857142857,45.0,0,1,0,45.0,1.0,1.7142857142857144,0,3,3,3,True
Kalvin Phillips,3,0,10,9,7,0,0,1,1.2857142857142858,50.0,1,0,0,50.0,2.0,1.7142857142857142,1,1,1,1,False
Gylfi Sigurdsson,0,0,10,7,10,0,0,1,4.142857142857143,70.0,0,1,0,70.0,3.0,-4.142857142857143,2,2,2,2,True
Daniel Castelo Podence,9,0,10,20,1,0,0,1,1.8571428571428572,55.0,1,0,0,55.0,2.0,7.142857142857142,0,1,1,1,False
Aleksandar Mitrović,1,0,10,8,9,1,0,0,1.8571428571428572,60.0,1,0,2,60.0,2.0,-0.8571428571428572,2,2,2,2,False
Pedro Lomba Neto,13,0,10,20,1,0,0,1,5.714285714285714,55.0,1,0,0,55.0,3.0,7.285714285714286,0,1,1,1,False
Illan Meslier,11,0,10,9,7,0,1,0,4.0,45.0,1,0,3,45.0,3.0,7.0,1,1,1,1,False
Kyle Walker-Peters,1,1,10,16,13,0,0,0,1.8571428571428572,45.0,0,1,1,45.0,2.0,-0.8571428571428572,0,3,3,3,True
Jeffrey Schlupp,1,0,10,6,14,0,0,1,1.2857142857142858,55.0,0,1,0,55.0,2.0,-0.2857142857142858,2,1,1,1,True
Adama Traoré,1,0,10,20,1,0,0,1,1.4285714285714286,65.0,1,0,0,65.0,2.0,-0.4285714285714286,0,1,1,1,False
Yves Bissouma,2,0,10,3,11,0,0,1,2.0,45.0,0,1,0,45.0,2.0,0.0,0,2,2,2,True
Pascal Groß,10,0,10,3,11,0,0,1,5.571428571428571,60.0,0,1,0,60.0,3.0,4.428571428571429,0,2,2,2,True
Stuart Armstrong,2,0,10,16,13,0,0,1,2.0,55.0,0,1,0,55.0,2.0,0.0,0,3,3,3,True
Mason Holgate,2,1,10,7,10,0,0,0,4.0,50.0,0,1,1,50.0,3.0,-2.0,2,2,2,2,True
Ben White,1,1,10,3,11,0,0,0,4.0,45.0,0,1,1,45.0,3.0,-3.0,0,2,2,2,True
Danny Ings,0,0,10,16,13,1,0,0,4.0,85.0,0,1,2,85.0,3.0,-4.0,0,3,3,3,True
Pierre-Emerick Aubameyang,2,0,10,1,20,0,0,1,2.0,120.0,0,1,0,120.0,2.0,0.0,2,0,0,0,True
Joseph Willock,2,0,10,1,20,0,0,1,2.0,50.0,0,1,0,50.0,2.0,0.0,2,0,0,0,True
N'Golo Kanté,3,0,10,5,17,0,0,1,2.0,50.0,0,1,0,50.0,2.0,1.0,0,2,2,2,True
Adam Webster,2,1,10,3,11,0,0,0,4.0,45.0,0,1,1,45.0,3.0,-2.0,0,2,2,2,True
Fabio Henrique Tavares,2,0,10,11,3,0,0,1,2.2857142857142856,55.0,1,0,0,55.0,3.0,-0.2857142857142856,1,1,1,1,False
Luke Ayling,5,1,10,9,7,0,0,0,2.142857142857143,45.0,1,0,1,45.0,2.0,2.857142857142857,1,1,1,1,False
James Ward-Prowse,11,0,10,16,13,0,0,1,4.285714285714286,60.0,0,1,0,60.0,3.0,6.714285714285714,0,3,3,3,True
Trent Alexander-Arnold,0,1,10,11,3,0,0,0,3.7142857142857144,75.0,1,0,1,75.0,3.0,-3.7142857142857144,1,1,1,1,False
Romain Saïss,0,1,10,20,1,0,0,0,1.4285714285714286,50.0,1,0,1,50.0,2.0,-1.4285714285714286,0,1,1,1,False
Wilfried Zaha,0,0,10,6,14,0,0,1,5.142857142857143,70.0,0,1,0,70.0,3.0,-5.142857142857143,2,1,1,1,True
Jairo Riedewald,1,0,10,6,14,0,0,1,1.7142857142857142,45.0,0,1,0,45.0,2.0,-0.7142857142857142,2,1,1,1,True
Christian Benteke,1,0,10,6,14,1,0,0,3.7142857142857144,55.0,0,1,2,55.0,3.0,-2.7142857142857144,2,1,1,1,True
Che Adams,2,0,10,16,13,1,0,0,1.4285714285714286,60.0,0,1,2,60.0,2.0,0.5714285714285714,0,3,3,3,True
Fabio Silva,1,0,10,20,1,1,0,0,1.1428571428571428,55.0,1,0,2,55.0,2.0,-0.1428571428571428,0,1,1,1,False
Max Kilman,1,1,10,20,1,0,0,0,0.7142857142857143,40.0,1,0,1,40.0,1.0,0.2857142857142857,0,1,1,1,False
Lewis Dunk,3,1,10,3,11,0,0,0,6.0,50.0,0,1,1,50.0,3.0,-3.0,0,2,2,2,True
Callum Wilson,12,0,10,14,6,1,0,0,3.5714285714285716,65.0,1,0,2,65.0,3.0,8.428571428571429,3,1,1,1,False
Heung-Min Son,3,0,10,17,5,0,0,1,7.571428571428571,90.0,1,0,0,90.0,3.0,-4.571428571428571,0,2,2,2,False
Jordan Ayew,2,0,10,6,14,1,0,0,2.2857142857142856,60.0,0,1,2,60.0,3.0,-0.2857142857142856,2,1,1,1,True
Christian Pulisic,1,0,10,5,17,0,0,1,3.5714285714285716,85.0,0,1,0,85.0,3.0,-2.5714285714285716,0,2,2,2,True
Angelo Ogbonna,9,1,10,19,2,0,0,0,4.285714285714286,50.0,0,1,1,50.0,3.0,4.714285714285714,1,1,1,1,True
Seamus Coleman,0,1,10,7,10,0,0,0,1.2857142857142858,50.0,0,1,1,50.0,2.0,-1.2857142857142858,2,2,2,2,True
Reece James,6,1,10,5,17,0,0,0,2.2857142857142856,50.0,0,1,1,50.0,3.0,3.7142857142857144,0,2,2,2,True
Georginio Wijnaldum,2,0,10,11,3,0,0,1,3.0,55.0,1,0,0,55.0,3.0,-1.0,1,1,1,1,False
Ryan Bertrand,1,1,10,16,13,0,0,0,0.42857142857142855,50.0,0,1,1,50.0,1.0,0.5714285714285714,0,3,3,3,True
Cheikhou Kouyaté,2,0,10,6,14,0,0,1,2.2857142857142856,50.0,0,1,0,50.0,3.0,-0.2857142857142856,2,1,1,1,True
Granit Xhaka,1,0,11,1,17,0,0,1,2.2857142857142856,55.0,1,0,0,55.0,3.0,-1.2857142857142856,0,2,2,2,False
Fabio Silva,1,0,11,20,11,1,0,0,1.8571428571428572,55.0,1,0,2,55.0,2.0,-0.8571428571428572,0,2,2,2,False
David McGoldrick,0,0,11,15,9,1,0,0,2.5714285714285716,55.0,0,1,2,55.0,3.0,-2.5714285714285716,2,2,2,2,True
Mario Lemina,1,0,11,8,12,0,0,1,2.2857142857142856,45.0,1,0,0,45.0,3.0,-1.2857142857142856,0,3,3,3,False
Pedro Lomba Neto,2,0,11,20,11,0,0,1,2.857142857142857,55.0,1,0,0,55.0,3.0,-0.8571428571428572,0,2,2,2,False
John Fleck,2,0,11,15,9,0,0,1,1.7142857142857142,60.0,0,1,0,60.0,2.0,0.2857142857142858,2,2,2,2,True
Kai Havertz,2,0,11,5,10,0,0,1,1.1428571428571428,85.0,0,1,0,85.0,2.0,0.8571428571428572,2,2,2,2,True
Mohamed Salah,14,0,11,11,20,0,0,1,5.714285714285714,120.0,0,1,0,120.0,3.0,8.285714285714285,2,0,0,0,True
Stuart Dallas,1,1,11,9,5,0,0,0,4.857142857142857,45.0,1,0,1,45.0,3.0,-3.8571428571428568,0,2,2,2,False
Leandro Trossard,1,0,11,3,16,0,0,1,4.714285714285714,60.0,0,1,0,60.0,3.0,-3.7142857142857144,3,1,1,1,True
Vicente Guaita,3,0,11,6,18,0,1,0,4.714285714285714,50.0,1,0,3,50.0,3.0,-1.7142857142857144,3,0,0,0,False
Bernd Leno,1,0,11,1,17,0,1,0,2.857142857142857,50.0,1,0,3,50.0,3.0,-1.8571428571428572,0,2,2,2,False
Rob Holding,1,1,11,1,17,0,0,0,1.4285714285714286,45.0,1,0,1,45.0,2.0,-0.4285714285714286,0,2,2,2,False
Joel Ward,0,1,11,6,18,0,0,0,2.857142857142857,45.0,1,0,1,45.0,3.0,-2.857142857142857,3,0,0,0,False
Ben Davies,1,1,11,17,1,0,0,0,0.42857142857142855,50.0,0,1,1,50.0,1.0,0.5714285714285714,0,1,1,1,True
Patrick van Aanholt,5,1,11,6,18,0,0,0,2.857142857142857,55.0,1,0,1,55.0,3.0,2.142857142857143,3,0,0,0,False
George Baldock,1,1,11,15,9,0,0,0,2.4285714285714284,55.0,0,1,1,55.0,3.0,-1.4285714285714284,2,2,2,2,True
Matt Phillips,2,0,11,18,6,0,0,1,1.1428571428571428,55.0,0,1,0,55.0,2.0,0.8571428571428572,3,1,1,1,True
Jan Bednarek,2,1,11,16,3,0,0,0,2.857142857142857,45.0,1,0,1,45.0,3.0,-0.8571428571428572,1,1,1,1,False
Bukayo Saka,2,0,11,1,17,0,0,1,2.2857142857142856,55.0,1,0,0,55.0,3.0,-0.2857142857142856,0,2,2,2,False
André-Frank Zambo Anguissa,2,0,11,8,12,0,0,1,2.0,45.0,1,0,0,45.0,2.0,0.0,0,3,3,3,False
Michail Antonio,0,0,11,19,13,1,0,0,2.0,65.0,0,1,2,65.0,2.0,-2.0,0,3,3,3,True
Antonee Robinson,1,1,11,8,12,0,0,0,1.1428571428571428,45.0,1,0,1,45.0,2.0,-0.1428571428571428,0,3,3,3,False
Lucas Rodrigues Moura da Silva,1,0,11,17,1,0,0,1,2.857142857142857,70.0,0,1,0,70.0,3.0,-1.8571428571428572,0,1,1,1,True
